goal,adherence_pct,avg_sleep,avg_soreness,workout_completion_pct,weight_change_kg,weeks_since_last_adjustment,label
cut,93.1,6.7,1.8,32.5,-1.42,5,increase_calories
cut,69.4,4.8,3.2,51.5,0.1,4,deload_week
cut,42.2,4.8,4.2,33.0,-1.15,6,deload_week
bulk,71.4,9.2,4.5,67.6,0.72,2,deload_week
cut,42.2,5.2,3.6,63.0,1.25,1,deload_week
cut,82.1,5.2,1.7,33.5,-0.58,1,deload_week
maintain,76.7,8.7,1.3,87.2,-1.16,5,increase_intensity
bulk,53.2,8.5,2.7,86.8,1.45,6,reduce_calories
maintain,59.5,9.4,3.3,39.6,1.01,2,reduce_calories
cut,75.6,6.2,1.5,39.9,-0.25,6,stay_course
maintain,73.2,6.7,4.7,32.8,-1.2,6,deload_week
bulk,62.6,5.3,4.5,35.7,-1.48,1,deload_week
bulk,79.1,8.9,2.7,86.5,0.82,6,increase_intensity
cut,52.4,7.7,3.1,58.8,1.31,5,stay_course
bulk,42.3,5.4,3.0,96.5,0.38,3,deload_week
maintain,65.1,7.3,1.8,99.1,1.43,5,reduce_calories
maintain,91.8,9.4,3.0,62.5,0.38,2,stay_course
maintain,43.2,5.1,1.6,89.1,1.23,4,deload_week
cut,49.6,9.1,1.2,55.5,-0.87,3,stay_course
maintain,77.0,9.0,2.8,37.3,-1.34,5,increase_calories
cut,49.5,4.6,3.1,35.0,-0.79,4,deload_week
bulk,74.8,6.6,4.0,92.9,-0.81,1,stay_course
maintain,53.7,5.7,2.7,44.0,1.17,1,reduce_calories
maintain,75.1,4.8,2.7,45.1,0.33,2,deload_week
maintain,62.4,6.8,1.8,55.1,-0.69,3,stay_course
cut,41.9,7.3,2.1,37.8,-0.1,4,stay_course
cut,85.6,5.6,2.2,41.0,0.88,5,reduce_calories
cut,74.7,7.3,1.9,58.8,0.07,2,stay_course
bulk,68.4,6.8,1.1,60.0,1.12,2,reduce_calories
maintain,66.1,5.6,4.7,96.2,1.24,1,deload_week
maintain,98.8,4.7,2.9,83.8,-1.4,5,deload_week
maintain,68.8,8.5,4.3,61.7,-0.78,5,deload_week
cut,81.6,6.5,1.9,55.1,-0.78,1,stay_course
cut,68.8,6.0,3.8,90.1,0.74,1,stay_course
maintain,67.8,5.2,3.8,42.9,1.11,6,deload_week
maintain,82.2,4.5,3.5,56.9,0.57,5,deload_week
cut,57.8,8.3,3.8,72.9,0.23,2,stay_course
bulk,44.9,8.9,3.9,33.8,1.34,6,reduce_calories
maintain,93.3,5.1,2.5,73.3,-0.4,2,deload_week
bulk,73.5,4.8,3.8,44.3,1.44,2,deload_week
bulk,46.8,6.9,4.8,70.6,1.38,2,deload_week
bulk,85.7,6.1,4.6,65.2,-0.23,1,deload_week
cut,62.4,6.8,3.0,88.1,-0.09,5,stay_course
bulk,89.5,9.0,2.8,55.8,0.52,6,stay_course
cut,51.3,8.9,1.3,57.3,-0.96,1,stay_course
cut,49.9,5.1,1.6,40.5,-0.89,6,deload_week
cut,57.6,9.3,3.2,39.2,-0.46,4,stay_course
bulk,78.7,6.0,1.3,91.0,-0.8,5,increase_intensity
bulk,60.2,7.4,3.6,85.1,-0.04,6,stay_course
bulk,71.8,7.2,2.8,69.7,1.19,3,reduce_calories
cut,87.4,5.6,2.5,50.2,1.04,2,reduce_calories
maintain,57.1,9.3,3.5,41.3,0.11,2,stay_course
cut,90.4,8.0,3.7,40.7,-0.79,1,stay_course
maintain,74.5,6.7,2.5,44.4,0.62,6,stay_course
maintain,98.7,5.2,2.8,98.3,0.1,1,deload_week
cut,64.3,7.0,1.6,62.1,-0.54,1,stay_course
bulk,72.8,7.0,3.6,50.7,1.19,5,reduce_calories
bulk,48.8,7.3,4.6,60.9,0.57,6,deload_week
maintain,94.0,5.2,3.2,51.6,-0.3,2,deload_week
maintain,61.4,6.1,3.4,43.7,0.08,3,stay_course
cut,41.4,7.2,2.8,77.0,-1.24,5,increase_calories
maintain,51.7,6.1,3.4,96.0,1.23,3,reduce_calories
maintain,48.9,8.8,2.5,56.1,-0.65,3,stay_course
maintain,98.7,8.9,1.4,80.9,-0.17,4,increase_intensity
maintain,57.3,8.5,4.9,59.7,1.19,2,deload_week
bulk,75.9,5.2,2.2,99.2,0.08,3,deload_week
cut,96.0,7.5,2.5,30.5,0.42,3,reduce_calories
maintain,50.5,6.8,3.3,94.0,-0.9,4,increase_calories
maintain,73.2,4.7,4.3,88.4,-0.59,5,deload_week
bulk,67.8,4.6,1.0,48.4,1.37,6,deload_week
maintain,47.5,7.8,2.2,42.6,1.22,6,reduce_calories
cut,41.7,8.3,3.0,97.9,0.3,3,stay_course
bulk,68.8,6.7,2.0,78.0,1.42,1,reduce_calories
maintain,70.8,7.4,4.4,41.4,-1.32,3,deload_week
maintain,92.7,5.2,1.7,49.1,-0.24,3,deload_week
cut,57.4,7.1,4.7,66.0,0.8,2,deload_week
cut,75.9,5.3,2.3,52.1,1.03,3,deload_week
maintain,81.1,7.9,1.4,70.6,0.97,1,increase_intensity
cut,71.1,6.4,2.9,53.8,1.23,1,stay_course
cut,49.3,5.6,1.8,92.8,0.34,5,stay_course
bulk,82.8,8.0,4.2,59.2,1.25,1,deload_week
cut,95.4,6.9,2.2,55.4,0.95,5,reduce_calories
bulk,85.8,6.2,3.8,32.0,0.94,2,stay_course
cut,91.4,5.2,1.9,38.8,-1.11,1,deload_week
maintain,81.4,8.4,1.3,84.2,0.77,1,increase_intensity
cut,46.5,8.5,3.1,34.1,-1.14,3,stay_course
cut,44.0,7.8,4.0,84.8,1.26,2,stay_course
bulk,94.1,5.4,2.4,36.4,1.04,3,deload_week
bulk,60.9,5.3,3.0,81.0,-0.77,5,deload_week
cut,45.9,7.4,1.1,45.2,-0.93,3,stay_course
cut,94.1,7.2,4.9,36.9,-0.86,5,deload_week
bulk,68.5,8.0,1.7,77.1,-1.18,3,stay_course
maintain,65.4,7.1,2.6,83.3,-0.56,4,stay_course
cut,71.2,7.0,2.4,50.2,0.67,1,stay_course
maintain,69.6,6.4,2.8,81.5,0.56,4,stay_course
cut,73.2,6.0,4.4,43.2,-1.29,4,deload_week
bulk,62.0,4.6,3.7,77.0,-0.31,5,deload_week
bulk,80.6,5.1,2.6,78.7,1.43,6,deload_week
cut,43.9,9.4,2.4,71.6,1.47,1,stay_course
cut,90.3,8.1,2.1,79.9,0.25,3,increase_intensity
bulk,96.6,6.3,3.7,96.5,1.46,5,reduce_calories
maintain,48.8,6.8,1.5,64.3,-0.81,2,increase_calories
cut,46.0,4.8,1.3,77.5,1.42,4,deload_week
bulk,80.8,5.3,3.5,36.7,-1.27,5,deload_week
maintain,87.6,5.5,3.6,64.3,-0.72,3,stay_course
bulk,72.8,9.3,1.1,60.1,1.24,4,reduce_calories
maintain,58.9,6.4,2.8,32.3,0.17,3,stay_course
bulk,49.8,6.7,2.2,57.2,0.79,5,stay_course
bulk,69.4,7.3,3.2,62.9,0.19,2,stay_course
bulk,43.3,5.8,3.4,56.4,0.53,3,stay_course
maintain,43.7,7.5,1.5,55.6,0.93,5,reduce_calories
cut,85.9,7.6,2.5,60.0,1.48,4,reduce_calories
maintain,43.4,5.7,1.9,51.8,-1.25,6,increase_calories
cut,92.1,5.1,1.7,67.7,-1.39,6,deload_week
maintain,74.1,9.0,2.1,78.7,0.26,3,increase_intensity
maintain,74.2,6.1,1.4,64.2,0.57,2,stay_course
maintain,69.8,8.6,3.7,41.7,-0.6,4,stay_course
cut,69.8,8.7,4.1,88.8,0.11,3,stay_course
maintain,42.9,9.5,2.6,45.8,0.73,1,stay_course
bulk,90.7,5.0,2.3,34.7,0.9,4,deload_week
maintain,52.6,8.5,3.6,51.1,0.91,4,reduce_calories
bulk,72.4,5.5,2.6,73.7,-0.14,5,increase_intensity
cut,92.9,7.6,3.1,43.1,-0.0,6,reduce_calories
bulk,96.3,5.8,3.6,86.6,1.06,4,reduce_calories
bulk,83.6,4.8,1.8,62.4,-0.78,6,deload_week
bulk,85.9,8.7,2.6,90.2,1.23,6,increase_intensity
cut,90.8,5.8,2.1,41.2,0.56,2,reduce_calories
maintain,54.3,5.2,1.1,85.8,-0.57,4,deload_week
bulk,99.5,6.6,4.6,44.1,-0.68,1,deload_week
maintain,87.4,5.9,3.2,75.1,-1.37,6,increase_calories
maintain,86.9,4.8,4.6,52.0,-0.61,1,deload_week
maintain,93.8,7.9,4.5,57.8,1.02,2,deload_week
cut,46.7,8.2,4.7,66.5,0.99,5,deload_week
maintain,69.8,5.0,3.4,84.1,-0.56,5,deload_week
bulk,63.4,8.2,1.9,59.6,-1.07,2,stay_course
cut,98.2,6.7,2.0,71.3,-0.03,3,increase_intensity
bulk,96.9,6.1,2.7,77.8,1.39,2,increase_intensity
maintain,68.5,6.3,2.2,75.2,1.22,1,reduce_calories
bulk,79.7,9.2,3.8,85.2,-0.78,5,increase_calories
maintain,58.6,9.3,2.5,86.9,-1.13,2,increase_calories
maintain,63.3,9.0,2.6,98.5,-0.73,1,stay_course
cut,57.8,8.8,1.6,60.7,-0.55,6,stay_course
maintain,87.4,5.9,1.3,84.6,-0.02,6,increase_intensity
maintain,95.6,6.2,2.7,94.3,-1.2,2,increase_intensity
bulk,55.7,4.8,2.7,81.0,0.14,3,deload_week
maintain,81.7,8.3,3.6,42.9,-0.17,6,stay_course
cut,40.2,5.5,2.2,70.3,-1.17,2,stay_course
bulk,82.8,8.3,3.6,39.1,0.28,4,stay_course
maintain,67.1,8.9,1.5,42.1,0.28,3,stay_course
maintain,51.9,6.6,1.7,91.3,1.33,5,reduce_calories
cut,41.2,4.6,3.2,72.8,-0.81,1,deload_week
maintain,51.9,8.0,1.7,58.1,-0.21,3,stay_course
cut,45.3,6.3,4.8,38.2,0.66,4,deload_week
maintain,89.6,7.0,1.9,44.2,1.34,3,reduce_calories
maintain,84.8,6.4,2.7,44.5,-0.85,3,increase_calories
bulk,80.6,6.6,2.6,40.2,-0.63,3,increase_calories
cut,77.1,9.0,2.5,77.9,-0.13,1,increase_intensity
maintain,48.0,6.1,3.8,78.1,0.64,6,stay_course
maintain,84.2,5.8,1.4,34.1,-0.5,2,stay_course
maintain,94.5,9.5,4.8,97.7,0.29,6,deload_week
cut,40.3,7.0,2.5,98.4,0.51,2,stay_course
bulk,42.5,5.4,1.7,64.5,-0.48,4,deload_week
cut,45.4,8.1,2.7,48.2,-0.56,2,stay_course
maintain,92.3,8.7,4.0,94.8,-0.65,3,stay_course
bulk,89.8,9.1,3.1,60.5,-1.01,6,increase_calories
maintain,85.8,5.3,4.4,76.0,0.89,1,deload_week
cut,48.9,5.6,1.1,48.2,0.62,4,stay_course
cut,99.7,9.1,1.2,55.0,0.63,4,reduce_calories
maintain,69.6,8.7,4.5,38.7,-1.22,3,deload_week
cut,90.1,8.2,4.3,69.4,0.49,2,deload_week
bulk,99.9,4.5,4.1,42.6,1.26,2,deload_week
maintain,80.6,8.9,1.1,77.7,0.54,4,increase_intensity
maintain,75.4,9.3,4.3,40.8,-1.26,6,deload_week
bulk,68.8,7.6,2.1,76.1,-0.51,1,stay_course
bulk,77.3,6.8,4.8,100.0,1.22,5,deload_week
cut,52.7,4.7,3.6,52.6,-1.33,1,deload_week
bulk,97.1,6.4,2.6,42.5,1.4,4,reduce_calories
cut,41.2,5.5,2.6,58.2,0.44,6,stay_course
cut,47.2,7.0,2.7,86.4,-0.57,6,stay_course
bulk,47.9,7.8,4.3,65.9,-0.03,4,deload_week
maintain,56.1,7.5,1.4,59.6,-0.4,2,stay_course
maintain,77.8,5.0,3.1,98.1,0.53,6,deload_week
bulk,82.8,9.2,3.1,75.3,-1.25,4,increase_calories
maintain,44.8,8.5,2.2,98.9,0.55,3,stay_course
cut,71.4,6.0,1.2,35.4,-1.36,1,increase_calories
bulk,65.5,5.0,3.6,69.8,-0.74,3,deload_week
bulk,44.9,7.0,1.5,76.3,-0.96,2,stay_course
maintain,42.7,6.6,3.8,52.0,0.67,6,stay_course
maintain,77.4,5.8,4.9,91.0,-0.94,2,deload_week
cut,84.8,7.5,4.5,37.4,0.1,1,deload_week
maintain,47.0,5.4,2.9,78.4,1.11,6,deload_week
bulk,83.6,6.0,4.3,73.2,0.57,6,deload_week
bulk,63.7,6.0,1.5,31.0,-1.16,1,stay_course
bulk,98.2,8.8,1.8,75.4,0.45,4,increase_intensity
bulk,91.5,7.2,1.3,83.9,-1.06,4,increase_intensity
cut,47.0,9.0,4.0,61.2,-0.04,1,stay_course
maintain,75.1,5.5,3.3,88.4,-1.35,1,increase_calories
cut,77.8,8.1,4.9,89.4,0.71,5,deload_week
bulk,73.3,6.0,2.9,64.0,0.27,5,stay_course
bulk,94.3,8.8,1.9,34.2,-1.44,5,increase_calories
maintain,73.2,5.8,3.6,92.2,-1.15,5,increase_calories
bulk,60.8,8.0,1.1,50.2,-0.92,3,stay_course
maintain,53.9,5.6,4.6,53.7,0.31,6,deload_week
bulk,68.1,8.9,3.9,57.3,-0.25,6,stay_course
bulk,84.1,8.5,4.2,89.1,0.37,3,deload_week
bulk,85.0,7.8,1.5,44.0,0.32,1,stay_course
maintain,96.6,7.0,1.9,69.0,1.5,3,reduce_calories
maintain,61.4,5.3,4.3,92.6,-1.4,1,deload_week
maintain,65.8,7.6,1.5,45.7,-0.73,3,stay_course
maintain,86.2,8.4,3.2,92.7,1.06,5,reduce_calories
bulk,80.2,8.0,4.7,60.6,-0.13,1,deload_week
cut,86.9,7.5,4.4,37.1,0.19,5,deload_week
cut,50.0,5.1,1.8,55.3,0.69,6,deload_week
maintain,85.7,7.0,4.5,40.8,-0.41,2,deload_week
cut,90.9,6.7,2.7,83.8,-0.76,4,increase_intensity
maintain,57.2,5.4,2.1,80.1,-0.25,6,deload_week
bulk,54.7,8.3,3.1,85.1,-1.09,4,stay_course
maintain,95.1,9.0,4.8,66.1,0.55,1,deload_week
maintain,48.7,4.5,4.2,96.1,-1.25,3,deload_week
maintain,98.9,5.3,1.2,83.1,0.48,6,deload_week
cut,94.2,4.8,3.5,79.9,0.48,5,deload_week
maintain,65.2,8.9,3.8,91.1,0.66,3,stay_course
maintain,40.5,5.9,3.1,94.4,0.6,4,stay_course
bulk,52.3,7.2,4.2,75.6,0.59,6,deload_week
maintain,86.5,8.9,1.3,67.6,-0.33,6,stay_course
bulk,92.8,7.1,3.2,45.0,0.04,3,increase_calories
bulk,60.4,7.7,1.1,92.3,0.12,3,stay_course
cut,89.9,6.0,2.7,65.4,0.7,3,reduce_calories
maintain,77.6,6.3,1.2,75.6,-1.13,3,increase_intensity
bulk,84.2,6.8,4.9,86.4,1.47,5,deload_week
bulk,93.7,7.6,3.1,71.7,-0.45,3,increase_calories
bulk,87.1,8.1,3.7,80.0,0.06,2,increase_calories
cut,59.7,7.4,4.3,55.3,-1.21,6,deload_week
maintain,89.7,4.9,1.2,92.2,-0.07,4,deload_week
cut,62.2,7.1,3.4,66.3,-0.32,3,stay_course
bulk,69.9,6.6,2.8,95.2,-0.03,4,stay_course
cut,48.7,5.1,3.8,39.1,0.61,5,deload_week
cut,81.7,6.8,1.1,41.0,0.18,1,stay_course
bulk,91.1,5.1,2.5,50.3,0.07,1,deload_week
maintain,58.3,6.4,2.2,32.0,-1.07,5,increase_calories
maintain,42.9,9.0,4.6,45.1,0.96,4,deload_week
cut,47.3,6.2,4.5,59.2,0.22,5,deload_week
maintain,94.0,8.4,2.9,80.4,0.32,2,increase_intensity
bulk,78.2,8.3,3.7,40.4,0.68,1,stay_course
bulk,79.9,6.5,1.9,57.7,0.12,6,stay_course
maintain,84.2,7.7,4.5,79.5,0.22,6,deload_week
maintain,73.7,5.1,3.2,43.5,0.36,5,deload_week
cut,97.4,7.1,4.0,65.2,-1.44,6,increase_calories
bulk,50.8,4.6,4.1,47.2,0.62,5,deload_week
maintain,45.1,7.2,2.3,71.2,-0.03,1,stay_course
maintain,66.2,6.6,4.4,52.2,-0.73,1,deload_week
cut,72.5,5.9,1.7,83.8,-1.04,4,increase_intensity
bulk,50.2,7.6,2.3,31.9,-1.32,4,stay_course
cut,59.2,6.6,2.3,56.3,0.98,1,stay_course
cut,52.2,8.3,3.3,64.5,0.76,4,stay_course
cut,56.2,6.1,3.2,34.6,-1.41,6,increase_calories
cut,94.8,4.6,3.2,71.0,-1.2,5,deload_week
bulk,87.1,6.0,2.6,35.9,0.41,2,stay_course
cut,62.4,9.4,4.1,67.6,-0.23,5,stay_course
maintain,42.5,8.6,4.8,73.5,0.46,2,deload_week
cut,43.6,9.1,2.1,47.6,0.54,3,stay_course
bulk,52.8,8.7,2.1,41.3,0.1,1,stay_course
maintain,45.4,8.0,4.3,80.8,1.5,4,deload_week
cut,76.6,9.3,2.3,77.7,-0.47,3,increase_intensity
bulk,67.2,5.7,4.9,53.9,-0.12,5,deload_week
maintain,41.0,8.0,3.6,30.1,-0.07,1,stay_course
bulk,50.4,7.3,3.8,64.2,-0.32,1,stay_course
bulk,79.1,7.2,4.6,87.1,-0.16,1,deload_week
maintain,98.3,6.4,3.4,57.1,1.02,6,reduce_calories
cut,47.5,6.4,1.8,30.7,0.73,3,stay_course
bulk,95.3,6.3,1.4,72.9,-0.59,6,increase_intensity
cut,54.1,7.0,2.5,49.7,1.21,6,stay_course
bulk,52.5,5.5,4.3,57.7,1.11,5,deload_week
bulk,69.6,7.3,3.6,69.6,0.55,5,stay_course
cut,43.9,5.1,1.3,48.2,0.21,2,deload_week
bulk,83.7,5.9,4.4,31.6,1.41,6,deload_week
bulk,76.9,7.9,4.5,30.1,-0.22,6,deload_week
bulk,43.1,9.2,2.7,99.7,-0.68,6,stay_course
bulk,68.0,6.3,4.0,91.9,-0.83,3,stay_course
maintain,71.9,6.1,2.6,53.4,1.14,1,reduce_calories
bulk,53.5,7.9,4.8,94.2,-0.91,3,deload_week
maintain,43.8,7.6,1.1,60.2,-1.43,6,increase_calories
maintain,90.4,5.7,2.9,97.1,1.0,3,increase_intensity
bulk,87.6,9.2,4.1,73.4,0.79,6,stay_course
maintain,74.7,4.9,1.2,32.3,-0.56,6,deload_week
cut,87.0,4.8,4.2,33.8,0.33,4,deload_week
cut,46.1,4.8,1.2,89.5,-0.29,5,deload_week
maintain,54.0,7.5,3.6,30.7,-0.35,4,stay_course
bulk,77.2,6.2,4.8,84.8,-0.14,3,deload_week
bulk,51.5,5.0,3.4,34.7,0.87,2,deload_week
bulk,47.6,7.0,2.4,63.7,0.36,2,stay_course
cut,48.3,4.7,1.5,70.9,0.04,6,deload_week
maintain,58.7,8.9,4.1,40.3,-0.57,3,stay_course
maintain,62.1,4.5,3.3,77.5,-1.33,5,deload_week
bulk,91.5,6.6,1.8,44.0,1.23,1,reduce_calories
maintain,51.4,6.9,3.8,62.7,0.58,5,stay_course
bulk,97.8,7.6,2.7,41.4,-0.14,1,stay_course
maintain,53.2,4.5,1.9,46.1,0.37,2,deload_week
maintain,84.1,9.3,2.3,81.8,-0.88,2,increase_intensity
cut,61.8,4.9,1.1,38.1,-0.63,2,deload_week
bulk,75.1,8.3,1.2,32.1,-0.91,2,increase_calories
cut,93.1,8.1,2.4,68.8,-0.96,1,stay_course
cut,90.6,9.1,1.1,77.4,-0.36,1,increase_intensity
maintain,96.2,6.0,2.0,86.7,0.48,5,increase_intensity
bulk,92.9,8.9,1.3,40.1,1.27,2,reduce_calories
cut,72.0,8.0,2.3,60.1,0.41,1,stay_course
bulk,75.2,8.8,2.2,40.4,-0.76,6,increase_calories
maintain,92.4,8.8,4.9,92.0,-0.87,1,deload_week
maintain,87.5,7.6,1.7,57.2,1.15,5,reduce_calories
maintain,69.9,6.8,2.3,56.2,0.58,6,stay_course
maintain,68.4,7.4,3.6,85.3,0.45,2,stay_course
cut,93.7,6.8,1.9,45.3,-0.22,4,stay_course
bulk,49.4,8.7,2.0,35.9,0.75,3,stay_course
maintain,71.1,5.7,1.2,65.9,-0.49,4,stay_course
maintain,66.0,6.3,3.0,49.1,-1.43,4,increase_calories
cut,55.9,4.9,4.6,50.6,0.01,5,deload_week
bulk,44.7,5.9,1.9,38.3,-0.42,5,stay_course
cut,60.0,7.9,2.0,82.2,0.81,3,stay_course
cut,82.3,9.5,5.0,82.7,0.72,3,deload_week
cut,86.2,5.9,2.4,99.8,1.34,5,increase_intensity
bulk,40.7,7.8,5.0,96.6,1.1,2,deload_week
cut,83.4,5.5,1.9,71.1,0.16,4,increase_intensity
bulk,88.9,6.2,1.3,89.2,-0.21,6,increase_intensity
maintain,52.6,6.7,3.2,56.2,0.23,2,stay_course
maintain,96.6,4.5,4.2,88.4,-0.48,4,deload_week
maintain,81.1,6.5,4.1,67.6,-0.52,1,stay_course
bulk,87.1,9.1,1.6,96.7,-0.51,6,increase_intensity
bulk,94.8,7.4,2.6,56.7,1.35,1,reduce_calories
bulk,63.2,6.9,2.3,97.3,0.42,3,stay_course
cut,50.3,7.9,1.7,87.9,0.31,1,stay_course
cut,51.9,9.1,2.5,44.4,-0.63,5,stay_course
cut,67.3,6.3,1.0,52.9,1.23,4,stay_course
cut,99.4,5.1,2.7,82.0,-0.33,2,deload_week
cut,92.2,6.0,4.3,76.5,-1.02,5,deload_week
maintain,75.2,7.0,3.7,49.3,-1.48,2,increase_calories
maintain,43.8,6.5,4.2,66.8,1.23,4,deload_week
maintain,67.8,4.7,1.4,75.2,1.26,3,deload_week
bulk,90.6,8.5,2.6,87.6,1.05,4,increase_intensity
cut,50.8,7.6,2.7,56.9,0.48,6,stay_course
bulk,45.7,8.0,1.2,92.0,-1.03,6,stay_course
bulk,57.5,9.1,3.8,80.6,-0.85,4,stay_course
maintain,99.5,7.3,5.0,35.4,-1.18,3,deload_week
maintain,67.1,5.8,3.0,62.4,-1.28,6,increase_calories
bulk,85.0,6.4,4.0,89.9,-0.31,1,stay_course
maintain,46.9,9.1,2.3,82.4,-0.05,1,stay_course
cut,72.9,5.7,4.8,39.8,0.96,2,deload_week
cut,90.3,7.5,1.7,38.7,0.72,2,reduce_calories
cut,80.3,4.6,2.1,60.8,-0.97,6,deload_week
cut,93.6,7.2,2.8,33.3,0.4,5,reduce_calories
bulk,79.8,7.8,1.4,78.3,-0.17,5,increase_intensity
cut,42.9,6.4,1.8,47.5,1.23,2,stay_course
cut,41.0,4.6,1.1,87.4,0.54,1,deload_week
cut,97.5,5.0,4.3,76.5,0.67,1,deload_week
maintain,70.8,8.6,2.3,73.9,0.37,5,increase_intensity
maintain,96.3,5.1,1.9,55.0,-0.98,4,deload_week
bulk,59.0,6.4,2.8,34.6,0.95,6,stay_course
bulk,62.1,4.8,1.9,51.1,0.3,1,deload_week
bulk,72.2,9.5,4.4,42.0,1.38,5,deload_week
maintain,98.9,8.0,3.7,98.1,0.58,3,stay_course
cut,78.1,8.9,2.3,89.6,-0.05,3,increase_intensity
cut,76.5,7.4,2.5,74.8,-0.8,5,increase_intensity
bulk,99.3,5.7,3.5,92.8,-0.57,6,increase_calories
maintain,85.4,7.6,1.2,56.2,-0.61,2,stay_course
maintain,52.3,4.7,4.7,71.9,1.34,6,deload_week
maintain,48.1,6.1,4.1,32.8,0.88,4,reduce_calories
bulk,88.8,8.3,1.9,81.3,-0.47,2,increase_intensity
bulk,43.2,9.1,5.0,86.1,0.59,2,deload_week
bulk,92.4,7.1,1.7,74.1,-1.31,4,increase_intensity
cut,97.2,4.8,5.0,95.7,-1.12,2,deload_week
bulk,72.9,8.5,1.8,65.5,-0.22,4,stay_course
maintain,49.8,5.5,2.7,72.4,-0.59,5,stay_course
maintain,98.1,5.5,4.4,63.7,1.35,3,deload_week
maintain,62.7,6.9,2.7,72.7,-0.2,2,stay_course
maintain,41.2,6.4,4.4,83.1,1.26,5,deload_week
bulk,49.2,8.1,2.0,62.5,-0.14,4,stay_course
bulk,76.4,4.9,1.5,62.8,-1.04,2,deload_week
cut,40.8,7.0,3.9,64.4,1.28,4,stay_course
bulk,62.4,6.9,3.6,71.2,-0.27,1,stay_course
cut,63.1,7.3,1.8,60.5,-0.73,6,stay_course
maintain,70.6,6.9,3.8,78.8,0.45,4,stay_course
bulk,54.8,6.9,4.7,55.3,0.62,1,deload_week
bulk,79.9,5.2,3.4,96.1,-1.06,2,deload_week
bulk,74.7,7.8,1.6,38.2,-1.22,6,stay_course
maintain,63.9,7.4,4.6,66.3,-0.93,4,deload_week
cut,89.8,5.8,2.2,97.7,0.48,4,increase_intensity
bulk,58.5,6.6,4.5,80.9,-1.23,6,deload_week
bulk,86.6,6.2,1.6,82.4,1.29,4,increase_intensity
bulk,58.5,9.4,4.3,30.1,-1.29,6,deload_week
maintain,71.5,7.8,3.9,41.9,-0.38,6,stay_course
cut,51.9,5.4,4.8,61.5,0.94,2,deload_week
cut,43.5,5.4,4.0,48.2,1.21,4,deload_week
maintain,77.6,7.6,4.5,41.6,-0.62,4,deload_week
cut,56.6,6.2,3.3,63.5,0.52,1,stay_course
cut,43.7,8.3,1.0,70.8,1.46,1,stay_course
cut,71.3,4.5,3.4,99.1,0.78,4,deload_week
maintain,85.4,7.5,2.3,77.7,-0.47,3,increase_intensity
cut,96.5,7.8,2.5,34.0,-0.43,3,stay_course
cut,40.2,8.9,2.6,88.5,1.28,1,stay_course
bulk,47.4,7.2,4.8,82.6,-0.75,4,deload_week
bulk,81.2,8.8,3.1,76.2,-1.49,6,increase_calories
maintain,41.0,6.3,1.2,86.5,-0.52,4,stay_course
cut,76.4,6.5,3.5,35.7,-0.22,4,stay_course
bulk,91.4,9.0,3.9,50.6,-0.91,2,increase_calories
bulk,92.6,8.4,3.9,32.2,-0.01,1,stay_course
maintain,89.9,9.5,4.9,62.7,1.19,1,deload_week
maintain,79.8,5.7,1.8,82.7,0.48,1,increase_intensity
cut,66.1,8.1,1.6,95.0,1.21,3,stay_course
cut,83.2,7.8,4.8,76.9,0.5,5,deload_week
bulk,83.5,5.0,3.8,91.0,1.3,5,deload_week
cut,78.6,6.4,3.9,81.5,-0.36,6,stay_course
bulk,98.0,6.7,1.9,48.1,-0.63,1,stay_course
cut,60.4,7.5,1.8,95.9,0.22,2,stay_course
maintain,97.2,7.4,1.0,34.3,0.11,4,stay_course
maintain,59.2,6.3,3.7,85.8,0.06,5,stay_course
bulk,53.3,6.5,3.2,62.2,-1.07,3,stay_course
cut,70.0,6.8,3.4,40.2,0.5,6,stay_course
cut,75.9,6.0,5.0,38.6,1.49,6,deload_week
bulk,68.7,8.6,3.0,79.3,-0.37,3,stay_course
cut,89.7,5.6,3.9,86.7,0.6,1,stay_course
cut,91.4,8.1,2.2,87.1,1.24,2,increase_intensity
cut,72.9,6.2,3.7,99.3,0.77,4,stay_course
cut,71.7,5.9,3.8,43.7,1.07,4,stay_course
cut,47.9,8.3,3.3,86.4,1.05,6,stay_course
maintain,67.5,5.3,1.6,78.7,-0.63,2,deload_week
cut,53.1,8.2,3.9,30.6,0.68,5,stay_course
cut,80.7,9.4,1.6,96.5,-0.22,2,increase_intensity
cut,45.8,9.4,1.7,33.7,1.44,6,stay_course
maintain,75.6,9.3,3.5,58.3,-1.4,2,increase_calories
maintain,69.3,7.9,4.8,75.7,-0.37,6,deload_week
bulk,79.5,8.4,4.5,75.5,-0.67,6,deload_week
maintain,62.0,5.1,1.3,64.2,0.51,5,deload_week
cut,41.4,7.4,3.3,49.2,0.74,5,stay_course
cut,63.0,9.5,3.8,50.9,-1.12,3,stay_course
cut,82.8,8.8,3.2,58.4,0.6,4,reduce_calories
bulk,89.0,8.4,3.1,34.5,1.01,5,reduce_calories
bulk,89.1,7.8,4.0,44.5,0.48,1,stay_course
cut,91.7,8.0,1.0,61.3,-0.56,1,stay_course
cut,74.5,7.8,1.4,48.0,0.76,1,stay_course
cut,70.4,6.3,3.2,59.6,1.34,1,stay_course
cut,58.0,9.2,3.1,84.8,0.48,4,stay_course
cut,74.6,8.0,3.1,99.0,-0.44,5,stay_course
